split,row_in_split,instruction,reference_output
train,32,"User Request: I have a weekend errand today. It is currently Winter. Please recommend a complete, sustainable outfit from my wardrobe below that is appropriate for the weather, rather than me buying something new.

My Wardrobe:
- Avirate Women Navy Blue Dress [Category: Dress, Season: Fall] (Material: polyester, Worn: 23 times, Score: 5.03)
- W Women Printed Pink Kurtas [Category: Topwear, Season: Summer] (Material: cotton, Worn: 15 times, Score: 4.27)
- Mother Earth Women Plain Mangalgiri Green Tunics [Category: Topwear, Season: Fall] (Material: cotton, Worn: 176 times, Score: 6.0)
- Elle Women Red A-Line Dress [Category: Dress, Season: Summer] (Material: cotton, Worn: 3 times, Score: 3.97)
- Jealous 21 Women Black Shorts [Category: Bottomwear, Season: Summer] (Material: cotton|elastane, Worn: 52 times, Score: 4.95)
- Scullers For Her Women Brown Trousers [Category: Bottomwear, Season: Summer] (Material: cotton, Worn: 176 times, Score: 6.69)
- Wrangler Women Scoop Grey Sweater [Category: Topwear, Season: Fall] (Material: cotton, Worn: 43 times, Score: 4.05)
- Arrow Woman Check Grey Trousers [Category: Bottomwear, Season: Summer] (Material: polyester|viscose|elastane, Worn: 73 times, Score: 6.03)
- ONLY Women Crepe Printed Pink Top [Category: Topwear, Season: Summer] (Material: polyester, Worn: 62 times, Score: 4.38)
- Jealous 21 Women Jealous Panthea Purple Top Black Tops [Category: Topwear, Season: Fall] (Material: viscose, Worn: 38 times, Score: 5.37)
- Jealous 21 Women Pink Printed Dress [Category: Dress, Season: Summer] (Material: viscose, Worn: 30 times, Score: 3.4)
- W Women Printed Cream Kurtis [Category: Topwear, Season: Summer] (Material: cotton, Worn: 153 times, Score: 5.17)
- Jealous 21 Women Band With Pink Top [Category: Topwear, Season: Fall] (Material: cotton, Worn: 64 times, Score: 4.72)
- Allen Solly Woman White Dress [Category: Dress, Season: Summer] (Material: cotton|linen, Worn: 89 times, Score: 5.82)
- Flying Machine Women Printed White T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 47 times, Score: 3.7)","I recommend wearing your Allen Solly Woman White Dress (cotton|linen) for your weekend errand. These items are the best available option from your wardrobe, though not specifically tagged for Winter. More importantly, this combination prioritizes lower-impact materials. Combined, these pieces have been worn 89 times, which supports lower-impact reuse compared to purchasing a new outfit. This is a practical, sustainable choice!"
train,33,"User Request: I have a university class today. It is currently Spring. Please recommend a complete, sustainable outfit from my wardrobe below that is appropriate for the weather, rather than me buying something new.

My Wardrobe:
- Tonga Women Pink Dress [Category: Dress, Season: Summer] (Material: polyester|elastane, Worn: 77 times, Score: 4.95)
- Scullers For Her Purple Striped Shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 12 times, Score: 5.26)
- Mother Earth Women Black Kurta [Category: Topwear, Season: Summer] (Material: cotton, Worn: 20 times, Score: 4.27)
- Aneri Women Komal Brown Kurta [Category: Topwear, Season: Fall] (Material: cotton, Worn: 174 times, Score: 5.75)
- United Colors of Benetton Women Solid Grey Sweater [Category: Topwear, Season: Fall] (Material: cotton|modal, Worn: 18 times, Score: 5.27)
- Avirate White Bra [Category: Innerwear, Season: Summer] (Material: polyester|elastane, Worn: 40 times, Score: 4.97)
- Fabindia Women Printed Beige Kurti [Category: Topwear, Season: Summer] (Material: cotton, Worn: 36 times, Score: 4.46)
- Femella Women Blue Skinny Leggings [Category: Bottomwear, Season: Summer] (Material: nylon|elastane, Worn: 25 times, Score: 3.01)
- Jealous 21 Women Teal Shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 132 times, Score: 5.79)
- Vishudh Women Blue Printed Kurta [Category: Topwear, Season: Summer] (Material: cotton, Worn: 94 times, Score: 5.69)
- Mother Earth Women Red Kurta [Category: Topwear, Season: Summer] (Material: cotton, Worn: 29 times, Score: 4.59)
- UCB Women Stripe Short Sleeve Blue White Top [Category: Topwear, Season: Summer] (Material: cotton, Worn: 28 times, Score: 4.44)
- Vishudh Women Beige Kurta [Category: Topwear, Season: Summer] (Material: cotton, Worn: 7 times, Score: 4.03)
- Avirate Black Babydoll Nightdress [Category: Loungewear and Nightwear, Season: Summer] (Material: nylon|elastane, Worn: 29 times, Score: 3.58)
- United Colors of Benetton Women Pink Top [Category: Topwear, Season: Summer] (Material: cotton, Worn: 97 times, Score: 5.72)","I recommend wearing your Jealous 21 Women Teal Shirt (cotton) paired with your Femella Women Blue Skinny Leggings (nylon|elastane) for your university class. These items are the best available option from your wardrobe, though not specifically tagged for Spring. More importantly, this combination prioritizes lower-impact materials. Combined, these pieces have been worn 157 times, which supports lower-impact reuse compared to purchasing a new outfit. This is a practical, sustainable choice!"
train,34,"User Request: I have a weekend errand today. It is currently Summer. Please recommend a complete, sustainable outfit from my wardrobe below that is appropriate for the weather, rather than me buying something new.

My Wardrobe:
- Flying Machine Women Blue Jeans [Category: Bottomwear, Season: Fall] (Material: cotton|elastane, Worn: 2 times, Score: 4.71)
- Lee Women Rosa Navy Blue Top [Category: Topwear, Season: Summer] (Material: cotton, Worn: 4 times, Score: 3.96)
- Aurelia Women Green Kurta [Category: Topwear, Season: Summer] (Material: cotton, Worn: 4 times, Score: 5.05)
- Arrow Woman Shanna Black Top [Category: Topwear, Season: Fall] (Material: viscose|elastane, Worn: 97 times, Score: 5.46)
- United Colors of Benetton Women Pink T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 17 times, Score: 3.96)
- Aneri Women Anu Pink Kurta [Category: Topwear, Season: Fall] (Material: cotton, Worn: 50 times, Score: 6.0)
- UCB Women's Round Neck Green T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 49 times, Score: 4.82)
- Arrow Woman Lavender Shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 28 times, Score: 4.92)
- Nike Women As Element Ja Pink T-Shirt [Category: Topwear, Season: Fall] (Material: polyester, Worn: 31 times, Score: 3.81)
- Jealous 21 Women's Blue White Checkered Short [Category: Bottomwear, Season: Summer] (Material: cotton|polyester, Worn: 52 times, Score: 4.59)
- W Women Thread Work Purple Kurta [Category: Topwear, Season: Fall] (Material: cotton, Worn: 41 times, Score: 4.0)
- Tonga Women Red Top [Category: Topwear, Season: Summer] (Material: viscose, Worn: 33 times, Score: 2.86)
- Wrangler Women Ann Black Sweatshirt [Category: Topwear, Season: Fall] (Material: cotton, Worn: 76 times, Score: 4.97)
- Wrangler Women Puff Navy Blue Shirt [Category: Topwear, Season: Fall] (Material: cotton, Worn: 41 times, Score: 4.65)
- FNF Green Printed Sari [Category: Saree, Season: Fall] (Material: viscose, Worn: 101 times, Score: 5.31)","I recommend wearing your UCB Women's Round Neck Green T-shirt (cotton) paired with your Jealous 21 Women's Blue White Checkered Short (cotton|polyester) for your weekend errand. These items are perfectly suited for the Summer weather. More importantly, this combination prioritizes lower-impact materials. Combined, these pieces have been worn 101 times, which supports lower-impact reuse compared to purchasing a new outfit. This is a practical, sustainable choice!"
train,35,"User Request: I have a university class today. It is currently Winter. Please recommend a complete, sustainable outfit from my wardrobe below that is appropriate for the weather, rather than me buying something new.

My Wardrobe:
- Puma Men's Brazil Black Green T-shirt [Category: Topwear, Season: Fall] (Material: cotton, Worn: 58 times, Score: 4.11)
- Basics Men Beige Trousers [Category: Bottomwear, Season: Fall] (Material: cotton, Worn: 36 times, Score: 4.51)
- Deni Yo Men Washed Blue Jeans [Category: Bottomwear, Season: Fall] (Material: cotton, Worn: 39 times, Score: 4.66)
- French Connection Men White Check Shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 118 times, Score: 5.93)
- Lee Men Henry Red Check Shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 24 times, Score: 4.06)
- Arrow Men  Green & Blue Check Shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 136 times, Score: 5.95)
- Tantra Men Red T-shirt [Category: Topwear, Season: Fall] (Material: cotton, Worn: 114 times, Score: 5.99)
- Quiksilver Men Rincon Red Shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 85 times, Score: 6.4)
- Basics Men Dark Brown Trousers [Category: Bottomwear, Season: Summer] (Material: cotton, Worn: 92 times, Score: 5.4)
- Wrangler Men Check Green Shirt [Category: Topwear, Season: Fall] (Material: cotton, Worn: 145 times, Score: 7.03)
- United Colors of Benetton Men Solid Blue Shirts [Category: Topwear, Season: Fall] (Material: cotton, Worn: 111 times, Score: 5.82)
- Jockey ELANCE Men Red Briefs 1009 [Category: Innerwear, Season: Summer] (Material: cotton, Worn: 26 times, Score: 5.19)
- Basics Men Navy Trousers [Category: Bottomwear, Season: Summer] (Material: cotton, Worn: 55 times, Score: 4.3)
- Wrangler Men Biker Brown Shirt [Category: Topwear, Season: Winter] (Material: cotton, Worn: 8 times, Score: 3.86)
- ADIDAS Men Blue & White Chelsea FC T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 109 times, Score: 6.03)","I recommend wearing your Wrangler Men Biker Brown Shirt (cotton) for your university class. These items are perfectly suited for the Winter weather. More importantly, this combination prioritizes lower-impact materials. Combined, these pieces have been worn 8 times, which supports lower-impact reuse compared to purchasing a new outfit. This is a practical, sustainable choice!"
train,36,"User Request: I have a university class today. It is currently Spring. Please recommend a complete, sustainable outfit from my wardrobe below that is appropriate for the weather, rather than me buying something new.

My Wardrobe:
- Bwitch Women Black Xtra Slim Shapewear [Category: Innerwear, Season: Winter] (Material: nylon, Worn: 22 times, Score: 3.45)
- Fabindia H& Printed Black Cotton Sari [Category: Saree, Season: Summer] (Material: cotton, Worn: 77 times, Score: 5.29)
- Jealous 21 Women Black Top [Category: Topwear, Season: Summer] (Material: viscose, Worn: 114 times, Score: 5.22)
- Aurelia Women Solid Red Kurta [Category: Topwear, Season: Fall] (Material: acrylic, Worn: 4 times, Score: 3.08)
- United Colors of Benetton Women Purple Top [Category: Topwear, Season: Summer] (Material: cotton, Worn: 5 times, Score: 3.63)
- Fabindia Women Green Kurta [Category: Topwear, Season: Summer] (Material: cotton, Worn: 103 times, Score: 5.92)
- UCB Women's Short Sleeve Blue Red T-shirt [Category: Topwear, Season: Summer] (Material: viscose, Worn: 4 times, Score: 2.86)
- Spykar Women's Peep Pink T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 29 times, Score: 4.48)
- ADIDAS Originals Women Flock Purple Track Pants [Category: Bottomwear, Season: Summer] (Material: cotton|polyester, Worn: 29 times, Score: 5.0)
- Aurelia Women Placket White Kurta [Category: Topwear, Season: Summer] (Material: cotton, Worn: 149 times, Score: 5.67)
- Fabindia Women Beige Hand Block Printed Kurta [Category: Topwear, Season: Summer] (Material: cotton, Worn: 89 times, Score: 5.33)
- Aneri Women Barkha Red Kurta [Category: Topwear, Season: Fall] (Material: cotton, Worn: 24 times, Score: 3.14)
- Fabindia Turquoise Blue Hand Printed Sari [Category: Saree, Season: Summer] (Material: cotton, Worn: 10 times, Score: 4.61)
- Tonga Women Pink Top [Category: Topwear, Season: Summer] (Material: viscose|linen, Worn: 8 times, Score: 5.22)
- Hanes Women Black Cotton - Stretch Camisole [Category: Innerwear, Season: Winter] (Material: cotton|elastane, Worn: 65 times, Score: 5.04)","I recommend wearing your Jealous 21 Women Black Top (viscose) paired with your ADIDAS Originals Women Flock Purple Track Pants (cotton|polyester) for your university class. These items are the best available option from your wardrobe, though not specifically tagged for Spring. More importantly, this combination prioritizes lower-impact materials. Combined, these pieces have been worn 143 times, which supports lower-impact reuse compared to purchasing a new outfit. This is a practical, sustainable choice!"
train,37,"User Request: I have a weekend errand today. It is currently Fall. Please recommend a complete, sustainable outfit from my wardrobe below that is appropriate for the weather, rather than me buying something new.

My Wardrobe:
- Jockey MC Men Pack Of 2 Briefs 8003 [Category: Innerwear, Season: Summer] (Material: cotton, Worn: 38 times, Score: 4.64)
- United Colors of Benetton Men Solid Navy Blue TShirt [Category: Topwear, Season: Fall] (Material: cotton, Worn: 96 times, Score: 5.96)
- Mr.Men Men's Mr.Messy Purple T-shirt [Category: Topwear, Season: Summer] (Material: cotton|viscose, Worn: 67 times, Score: 6.11)
- Puma Men Heritage Red Sweatshirt [Category: Topwear, Season: Fall] (Material: cotton|polyester, Worn: 121 times, Score: 5.88)
- Myntra Men Black Do Bananas T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 89 times, Score: 5.67)
- Lee Men Check Green Shirts [Category: Topwear, Season: Fall] (Material: cotton, Worn: 83 times, Score: 6.71)
- Quechua Men Warm Fleece Navy Blue Sweatshirt [Category: Topwear, Season: Fall] (Material: polyester, Worn: 13 times, Score: 3.37)
- Arrow Men Blue Striped Shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 11 times, Score: 4.19)
- Nike Men Solid Yellow Jerseys [Category: Topwear, Season: Fall] (Material: polyester, Worn: 33 times, Score: 3.69)
- Jockey ELANCE Men Red Pack of 2 Briefs 1009 [Category: Innerwear, Season: Summer] (Material: cotton, Worn: 87 times, Score: 5.73)
- Fabindia Men Striped Blue Striped Kurta [Category: Topwear, Season: Summer] (Material: cotton, Worn: 4 times, Score: 3.46)
- Mark Taylor Men Striped White Shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 13 times, Score: 4.24)
- Fila Men Solid Black Jacket [Category: Topwear, Season: Fall] (Material: polyester, Worn: 19 times, Score: 3.81)
- Fila Men's Crew Neck Black Grey T-shirt [Category: Topwear, Season: Fall] (Material: cotton|polyester, Worn: 75 times, Score: 6.29)
- Puma Men Jersey Green Polo Tshirts [Category: Topwear, Season: Fall] (Material: cotton, Worn: 87 times, Score: 5.49)","I recommend wearing your Lee Men Check Green Shirts (cotton) for your weekend errand. These items are perfectly suited for the Fall weather. More importantly, this combination prioritizes lower-impact materials. Combined, these pieces have been worn 83 times, which supports lower-impact reuse compared to purchasing a new outfit. This is a practical, sustainable choice!"
train,38,"User Request: I have a formal dinner today. It is currently Winter. Please recommend a complete, sustainable outfit from my wardrobe below that is appropriate for the weather, rather than me buying something new.

My Wardrobe:
- Amante Women Maroon Briefs PGDI03 [Category: Innerwear, Season: Winter] (Material: nylon|elastane, Worn: 26 times, Score: 3.17)
- Aurelia Women Printed Yellow Kurta [Category: Topwear, Season: Summer] (Material: cotton, Worn: 64 times, Score: 5.33)
- Sepia Women Printed Multi Coloured Top [Category: Topwear, Season: Summer] (Material: polyester, Worn: 80 times, Score: 4.96)
- Fabindia Maroon Printed Saree [Category: Saree, Season: Summer] (Material: cotton, Worn: 93 times, Score: 5.85)
- Fabindia Women Brown Tussar Dupatta [Category: Topwear, Season: Summer] (Material: silk, Worn: 71 times, Score: 3.58)
- Vero Moda Women Black Top [Category: Topwear, Season: Summer] (Material: polyester, Worn: 21 times, Score: 3.39)
- Elle Women Grey Top [Category: Topwear, Season: Summer] (Material: cotton|elastane, Worn: 42 times, Score: 5.86)
- Arrow Woman Squirella White Top [Category: Topwear, Season: Fall] (Material: viscose, Worn: 68 times, Score: 4.72)
- Enamor Women Smooth White Bra [Category: Innerwear, Season: Summer] (Material: cotton|elastane, Worn: 21 times, Score: 5.24)
- Lee Women Pepper Black Top [Category: Topwear, Season: Summer] (Material: cotton, Worn: 29 times, Score: 5.35)
- Jealous 21 Women Blue White Patterned Top [Category: Topwear, Season: Summer] (Material: cotton, Worn: 25 times, Score: 4.49)
- W Women Red Kurta [Category: Topwear, Season: Fall] (Material: cotton, Worn: 14 times, Score: 3.61)
- Myntra Women Red Printed Kurta [Category: Topwear, Season: Summer] (Material: cotton, Worn: 66 times, Score: 4.92)
- Jealous 21 Women jealous Surf Island Forever Pink top Pink Tops [Category: Topwear, Season: Fall] (Material: cotton, Worn: 1 times, Score: 3.85)
- Tonga Women Grey Top [Category: Topwear, Season: Summer] (Material: cotton|polyester, Worn: 80 times, Score: 4.85)","I recommend wearing your Aurelia Women Printed Yellow Kurta (cotton) for your formal dinner. These items are the best available option from your wardrobe, though not specifically tagged for Winter. More importantly, this combination prioritizes lower-impact materials. Combined, these pieces have been worn 64 times, which supports lower-impact reuse compared to purchasing a new outfit. This is a practical, sustainable choice!"
train,39,"User Request: I have a office meeting today. It is currently Fall. Please recommend a complete, sustainable outfit from my wardrobe below that is appropriate for the weather, rather than me buying something new.

My Wardrobe:
- Spykar Women Blue Jeans [Category: Bottomwear, Season: Summer] (Material: cotton|elastane, Worn: 68 times, Score: 5.2)
- Jealous 21 Women Rinse Wash Black Jegging [Category: Bottomwear, Season: Fall] (Material: cotton|polyester|elastane, Worn: 11 times, Score: 3.49)
- Spykar Women Blue Washed Jeans [Category: Bottomwear, Season: Fall] (Material: cotton|elastane, Worn: 88 times, Score: 5.64)
- Fabindia Women Blue Mangalgiri Kurta [Category: Topwear, Season: Summer] (Material: cotton, Worn: 38 times, Score: 4.49)
- French Connection Women Printed Blue Dress [Category: Dress, Season: Summer] (Material: cotton, Worn: 73 times, Score: 5.44)
- ADIDAS Women Check Black Sweaters [Category: Topwear, Season: Fall] (Material: acrylic|wool, Worn: 22 times, Score: 3.42)
- Allen Solly Woman Blue Dress [Category: Dress, Season: Fall] (Material: cotton|linen, Worn: 69 times, Score: 5.68)
- French Connection Women Black Trousers [Category: Bottomwear, Season: Winter] (Material: polyester|viscose|elastane, Worn: 3 times, Score: 3.33)
- Sushilas Women Printed Black Kurta [Category: Topwear, Season: Summer] (Material: silk, Worn: 64 times, Score: 3.43)
- Jealous 21 Women's Always Late But Burgundy Red T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 84 times, Score: 5.64)
- Vero Moda Women Green Shirt [Category: Topwear, Season: Summer] (Material: polyester|cotton, Worn: 63 times, Score: 4.89)
- Tonga Women Printed Black Top [Category: Topwear, Season: Summer] (Material: polyester|elastane, Worn: 90 times, Score: 5.29)
- SDL by Sweet Dreams Women Black Nightdress [Category: Loungewear and Nightwear, Season: Summer] (Material: polyester, Worn: 14 times, Score: 2.76)
- Fabindia Green Printed Kota Saree [Category: Saree, Season: Summer] (Material: cotton, Worn: 87 times, Score: 6.47)
- Scullers For Her Women Striped Black Trousers [Category: Bottomwear, Season: Summer] (Material: cotton, Worn: 23 times, Score: 4.37)","I recommend wearing your Scullers For Her Women Striped Black Trousers (cotton) for your office meeting. These items are the best available option from your wardrobe, though not specifically tagged for Fall. More importantly, this combination prioritizes lower-impact materials. Combined, these pieces have been worn 23 times, which supports lower-impact reuse compared to purchasing a new outfit. This is a practical, sustainable choice!"
train,40,"User Request: I have a formal dinner today. It is currently Winter. Please recommend a complete, sustainable outfit from my wardrobe below that is appropriate for the weather, rather than me buying something new.

My Wardrobe:
- Hanes Women Black ComfortSoft Waistband Cotton Stretch Full Leggings [Category: Bottomwear, Season: Winter] (Material: cotton|elastane, Worn: 3 times, Score: 2.53)
- Avirate Red & Black Bra [Category: Innerwear, Season: Summer] (Material: nylon, Worn: 137 times, Score: 5.12)
- Fabindia Women Printed Peach Kurta [Category: Topwear, Season: Summer] (Material: cotton, Worn: 15 times, Score: 5.06)
- Scullers For Her Black Trousers [Category: Bottomwear, Season: Summer] (Material: cotton|elastane, Worn: 50 times, Score: 4.98)
- United Colors of Benetton Women  Winter White Printed Top [Category: Topwear, Season: Fall] (Material: polyester|viscose, Worn: 85 times, Score: 4.87)
- Fabindia Women Black Mangalgiri Churidar [Category: Bottomwear, Season: Summer] (Material: cotton, Worn: 28 times, Score: 4.45)
- ADIDAS Originals Women Trefoil White Tshirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 153 times, Score: 5.92)
- s.Oliver Women Powder Blue Tunic [Category: Topwear, Season: Fall] (Material: cotton, Worn: 97 times, Score: 5.89)
- Arrow Woman Grey T-shirt [Category: Topwear, Season: Summer] (Material: cotton|elastane, Worn: 55 times, Score: 4.39)
- Little Miss Intimates Women Grey Brief [Category: Innerwear, Season: Summer] (Material: cotton|elastane, Worn: 23 times, Score: 4.07)
- Enamor Women White Printed Briefs [Category: Innerwear, Season: Summer] (Material: polyester|elastane, Worn: 106 times, Score: 4.97)
- ADIDAS Women Ess MF3S  Black Track Pant [Category: Bottomwear, Season: Fall] (Material: polyester|elastane, Worn: 5 times, Score: 3.2)
- Visudh White Printed Ethnic Kurta [Category: Topwear, Season: Fall] (Material: cotton, Worn: 146 times, Score: 5.92)
- Fabindia Women Printed Beige Kurta [Category: Topwear, Season: Summer] (Material: cotton, Worn: 58 times, Score: 5.97)
- Van Heusen Woman Grey Skirt [Category: Bottomwear, Season: Fall] (Material: polyester|viscose|elastane, Worn: 39 times, Score: 4.2)","I recommend wearing your Fabindia Women Printed Beige Kurta (cotton) paired with your Fabindia Women Black Mangalgiri Churidar (cotton) for your formal dinner. These items are the best available option from your wardrobe, though not specifically tagged for Winter. More importantly, this combination prioritizes lower-impact materials. Combined, these pieces have been worn 86 times, which supports lower-impact reuse compared to purchasing a new outfit. This is a practical, sustainable choice!"
train,41,"User Request: I have a university class today. It is currently Winter. Please recommend a complete, sustainable outfit from my wardrobe below that is appropriate for the weather, rather than me buying something new.

My Wardrobe:
- Classic Polo Men Stripes White Polo T-Shirt [Category: Topwear, Season: Fall] (Material: cotton, Worn: 19 times, Score: 4.03)
- UCB Men's Roundneck With Sail Racing Print Red T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 87 times, Score: 5.7)
- Flying Machine Men Solid Navy Blue Polo Tshirts [Category: Topwear, Season: Fall] (Material: cotton, Worn: 40 times, Score: 4.4)
- Flying Machine Men Check White Sweaters [Category: Topwear, Season: Fall] (Material: acrylic, Worn: 60 times, Score: 3.9)
- Scullers Men White Check Shirt [Category: Topwear, Season: Fall] (Material: cotton, Worn: 50 times, Score: 3.78)
- Jockey MODERN CLASSIC Men Black Brief 8035 [Category: Innerwear, Season: Summer] (Material: cotton, Worn: 16 times, Score: 3.96)
- Timberland Men's Rugby Stripe Pique Brown Blue T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 26 times, Score: 5.35)
- Chromozome Men Black Brief [Category: Innerwear, Season: Winter] (Material: cotton, Worn: 31 times, Score: 3.62)
- ADIDAS Men White Liverpool Jersey [Category: Topwear, Season: Summer] (Material: polyester, Worn: 23 times, Score: 3.87)
- Indigo Nation Men BL Black Shirts [Category: Topwear, Season: Fall] (Material: cotton, Worn: 37 times, Score: 4.67)
- Puma Men Tyrel Green T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 50 times, Score: 3.96)
- Flying Machine Men Check Yellow Shirts [Category: Topwear, Season: Fall] (Material: cotton, Worn: 154 times, Score: 5.67)
- Jockey MODERN CLASSIC Men Black Boxer 8009 [Category: Innerwear, Season: Summer] (Material: cotton, Worn: 20 times, Score: 4.38)
- ADIDAS Men Co Graphic White Tshirts [Category: Topwear, Season: Fall] (Material: cotton, Worn: 23 times, Score: 3.68)
- ADIDAS Men Printed Black Tshirts [Category: Topwear, Season: Fall] (Material: cotton, Worn: 19 times, Score: 4.14)","I recommend wearing your Chromozome Men Black Brief (cotton) for your university class. These items are perfectly suited for the Winter weather. More importantly, this combination prioritizes lower-impact materials. Combined, these pieces have been worn 31 times, which supports lower-impact reuse compared to purchasing a new outfit. This is a practical, sustainable choice!"
train,42,"User Request: I have a formal dinner today. It is currently Fall. Please recommend a complete, sustainable outfit from my wardrobe below that is appropriate for the weather, rather than me buying something new.

My Wardrobe:
- Status Quo Men Printed White T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 64 times, Score: 5.55)
- Levi's Men Embroidery Black Tshirt [Category: Topwear, Season: Fall] (Material: cotton, Worn: 11 times, Score: 4.12)
- Inkfruit Men Charcoal Grey Printed Round Neck T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 1 times, Score: 3.9)
- Hanes Men Grey Retro Boxer Trunks [Category: Innerwear, Season: Summer] (Material: cotton, Worn: 55 times, Score: 5.02)
- Nike Men AS Jedy Remix Black Tshirts [Category: Topwear, Season: Fall] (Material: cotton, Worn: 44 times, Score: 4.79)
- French Connection Men Black Tshirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 24 times, Score: 3.57)
- U.S. Polo Assn. Men Striped Grey T-shirt [Category: Topwear, Season: Fall] (Material: cotton, Worn: 28 times, Score: 4.54)
- Wrangler Men Establish Navy Blue Shirt [Category: Topwear, Season: Fall] (Material: cotton, Worn: 46 times, Score: 4.78)
- UCB Men's Benetton Football Blue T-shirt [Category: Topwear, Season: Summer] (Material: cotton|polyester, Worn: 14 times, Score: 4.06)
- Wrangler Men Blue Polo Tshirts [Category: Topwear, Season: Fall] (Material: cotton, Worn: 69 times, Score: 6.4)
- Proline Men Navy & Cream Striped Polo T-shirt [Category: Topwear, Season: Fall] (Material: cotton, Worn: 13 times, Score: 4.16)
- Nike Men Black Shorts [Category: Bottomwear, Season: Summer] (Material: cotton, Worn: 91 times, Score: 5.42)
- Locomotive Men Check Red Shirt [Category: Topwear, Season: Fall] (Material: cotton, Worn: 13 times, Score: 4.14)
- Nike Men Solid Black Jackets [Category: Topwear, Season: Fall] (Material: polyester, Worn: 88 times, Score: 4.39)
- Lee Men's Navy Blue Polo T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 73 times, Score: 4.55)","I recommend wearing your Wrangler Men Blue Polo Tshirts (cotton) for your formal dinner. These items are perfectly suited for the Fall weather. More importantly, this combination prioritizes lower-impact materials. Combined, these pieces have been worn 69 times, which supports lower-impact reuse compared to purchasing a new outfit. This is a practical, sustainable choice!"
train,43,"User Request: I have a office meeting today. It is currently Fall. Please recommend a complete, sustainable outfit from my wardrobe below that is appropriate for the weather, rather than me buying something new.

My Wardrobe:
- Myntra Women Peach Peace Love Chocolate T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 49 times, Score: 4.87)
- Avirate Black Wired Corset Shapewear [Category: Innerwear, Season: Summer] (Material: nylon|elastane, Worn: 136 times, Score: 4.87)
- United Colors of Benetton Women Purple Shirt [Category: Topwear, Season: Summer] (Material: linen|cotton, Worn: 89 times, Score: 5.81)
- United Colors of Benetton Women Light Winter Peach T-shirt [Category: Topwear, Season: Fall] (Material: polyester|viscose, Worn: 120 times, Score: 4.72)
- Nike Women White Jdi T-Shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 56 times, Score: 5.91)
- United Colors of Benetton Women Washed Blue Jeans [Category: Bottomwear, Season: Summer] (Material: cotton|elastane, Worn: 84 times, Score: 4.98)
- Spykar Women Blue Jeans [Category: Bottomwear, Season: Summer] (Material: cotton|elastane, Worn: 45 times, Score: 4.76)
- Vishudh White Leggings [Category: Bottomwear, Season: Summer] (Material: cotton, Worn: 123 times, Score: 5.92)
- Little Miss Intimates Women Grey Brief [Category: Innerwear, Season: Summer] (Material: cotton|elastane, Worn: 4 times, Score: 4.0)
- Fabindia Women Printed Brown Kurta [Category: Topwear, Season: Summer] (Material: cotton, Worn: 80 times, Score: 5.33)
- Tantra Women Blue Printed T-shirt [Category: Topwear, Season: Fall] (Material: cotton, Worn: 128 times, Score: 5.19)
- ADIDAS Women Graphic Grey T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 127 times, Score: 5.17)
- BIBA Women Teal Printed Kurta [Category: Topwear, Season: Fall] (Material: cotton, Worn: 25 times, Score: 4.33)
- Wrangler Women Salena Blue Shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 80 times, Score: 5.66)
- Jealous 21 Women's White Blue T-shirt [Category: Topwear, Season: Summer] (Material: cotton, Worn: 111 times, Score: 5.79)","I recommend wearing your Tantra Women Blue Printed T-shirt (cotton) for your office meeting. These items are perfectly suited for the Fall weather. More importantly, this combination prioritizes lower-impact materials. Combined, these pieces have been worn 128 times, which supports lower-impact reuse compared to purchasing a new outfit. This is a practical, sustainable choice!"
